COMID,AREA,Year,P10,P50,P90,MEAN,P10_Q,P50_Q,P90_Q,Estimated.Q,Month
7915025,9.5004,1973,0.0993989570037937,0.200968488002313,0.442116373783928,0.241108861095848,0.944329851118841,1.90928102341717,4.20028239749683,2.29063062395499,3
7915025,9.5004,1973,0.148939126600844,0.585899152164212,1.34825970548862,0.66089634574023,1.41498127835865,5.56627630522088,12.8090065060241,6.27877964307048,4
7915025,9.5004,1973,0.0700414781139865,0.17892961191278,0.507227522405319,0.24230897381504,0.665422058674118,1.69990288501618,4.8188643538595,2.3020321748324,5
7915025,9.5004,1973,0.0459883398927335,0.132946113602131,0.857851590252605,0.361519565277169,0.436907624316926,1.26304125766568,8.14993324803585,3.43458047795922,6
7915025,9.5004,1973,0.0059331723027375,0.0524426863268211,0.255853769566118,0.161278791150146,0,0.498226497179332,2.43071315238595,1.53221302744285,7
7915025,9.5004,1973,0.00353914835164835,0.0275108819233693,0.0973333333333333,0.0427663165249334,0,0.261364382624778,0.9247056,0.406297113513477,8
7915025,9.5004,1973,0.0135637359564842,0.0458070262429414,0.116207430340557,0.0581813629269466,0.128860917080982,0.435185072118441,1.10401707120743,0.552746220351164,9
7915025,9.5004,1973,0.0297809249077585,0.0587291974545737,0.108391004334629,0.0748971746420933,0.282930698993669,0.557950867497432,1.02975789758071,0.711553117969743,10
7915025,9.5004,1973,0.066867469879518,0.143892649470409,0.279133827909626,0.160440286313605,0.635267710843373,1.36703772702867,2.65188301867261,1.52424689609378,11
7915025,9.5004,1973,0.0672749645403376,0.18529921942758,0.362101910828025,0.213979877379783,0.639139073119023,1.76041670424978,3.44011299363057,2.03289442705889,12
7915025,9.5004,1974,0.0774269005847952,0.149087414990065,0.519395917001339,0.239527988484714,0.735586526315788,1.41639007737162,4.93446896987952,2.27561170180017,1
7915025,9.5004,1974,0.0946452476572959,0.208468247084899,0.473522832961809,0.260463819555543,0.899167710843374,1.98053173460538,4.49865632227037,2.47451047130548,2
7915025,9.5004,1974,0.218059145547314,0.472946444595118,0.838420348058902,0.52610283100242,2.07164910635771,4.49318040223146,7.9653286746988,4.99818733565539,3
7915025,9.5004,1974,0.338692605185462,0.892235609103079,1.46629852744311,0.917108516961326,3.21771522630396,8.47659518072289,13.9304225301205,8.71289775453939,4
7915025,9.5004,1974,0.181038343930495,0.646076788957241,1.45009731610533,0.752940578466488,1.71993668267728,6.13798792580937,13.7765045419271,7.15323667166302,5
7915025,9.5004,1974,0.0644649387987957,0.307135079994991,1.27213711125153,0.524722022848283,0.612442704564079,2.91790611398442,12.085811411734,4.98506910586783,6
7915025,9.5004,1974,0.016044801427934,0.0797836538461538,0.294727196275483,0.185145583499309,0.152432031485944,0.757976625,2.8000262554956,1.75895710147683,7
7915025,9.5004,1974,0.010126582278481,0.0367800656687624,0.112454901960784,0.0503426694219755,0,0.349425335879511,1.06836655058823,0.478275496576536,8
7915025,9.5004,1974,0.012987922705314,0.0414385051962082,0.121293921443086,0.0594413149271258,0.123390460869565,0.393682374766056,1.1523407712779,0.564716268333666,9
7915025,9.5004,1974,0.0201706827309237,0.051187688575845,0.100941176470588,0.0663361078099944,0.191629554216868,0.486303516545958,0.958981552941177,0.630219558638071,10
7915025,9.5004,1974,0.0331954992445631,0.0640792136455623,0.133390282131661,0.0787115302053989,0.315370521023048,0.608778161318301,1.26726103636364,0.747791021563372,11
7915025,9.5004,1974,0.0208843568642322,0.0532861135202856,0.12655381400209,0.065571890761819,0.198409743952952,0.506239392888121,1.20231185454546,0.622959190993586,12
7915025,9.5004,1975,0.0247563587684069,0.064380601329864,0.131229208827214,0.0734681252991277,0.235195310843372,0.61164146487424,1.24672997554206,0.697976577591833,1
7915025,9.5004,1975,0.0291652750015745,0.0876167511656198,0.151076138739181,0.0987901482394151,0.277081778624958,0.832394182773855,1.43528374847771,0.938545924333739,2
7915025,9.5004,1975,0.0872293170460856,0.191109558720736,0.37777929053676,0.214956901790098,0.828713403664632,1.81561725167048,3.58905437181544,2.04217654976665,3
7915025,9.5004,1975,0.183601841196778,0.672019545700029,1.37805087014726,0.7246444060214,1.74429093210587,6.38445449196855,13.092034486747,6.88441171496571,4
7915025,9.5004,1975,0.139935294266134,0.491091930601853,1.02433993464406,0.579342795649702,1.32944126964598,4.66556977748984,9.7316391150924,5.50398829579043,5
7915025,9.5004,1975,0.126450761798588,0.391293283553471,1.14606646372177,0.560871607263374,1.2013328173913,3.7174427110714,10.8880898319423,5.32850461764496,6
7915025,9.5004,1975,0.0225404944586532,0.1,0.382882707799168,0.215736238123892,0.214143713554988,0.95004,3.63753887717522,2.04958055667222,7
7915025,9.5004,1975,0.0138225656248181,0.046637413029728,0.116666666666667,0.0577404512155076,0.131319902462022,0.443074078747628,1.10838,0.548557382727809,8
7915025,9.5004,1975,0.0129120803522289,0.0465775127323947,0.126745621140022,0.062417390097404,0.122669928178316,0.442505001962843,1.20413409907867,0.592990172881377,9
7915025,9.5004,1975,0.0352064383923179,0.064773055796473,0.129038276801962,0.0820817571385626,0.334475247302377,0.615369939288812,1.22591524492936,0.7798095255192,10
